TimeStamp: 2022/01/18 19:29:14.688684, ElapsedTime[s]: 114.311, Temperature[degC]: 19.40032, Humidity[%]: 56.44159
TimeStamp: 2022/01/18 19:30:08.22339, ElapsedTime[s]: 167.649, Temperature[degC]: 18.30281, Humidity[%]: 80.56306
TimeStamp: 2022/01/18 19:30:09.359906, ElapsedTime[s]: 168.991, Temperature[degC]: 18.35889, Humidity[%]: 79.28588
TimeStamp: 2022/01/18 19:30:10.702537, ElapsedTime[s]: 170.324, Temperature[degC]: 18.35889, Humidity[%]: 78.09873
TimeStamp: 2022/01/18 19:30:12.34769, ElapsedTime[s]: 171.657, Temperature[degC]: 18.37491, Humidity[%]: 77.27016
TimeStamp: 2022/01/18 19:30:13.365191, ElapsedTime[s]: 172.987, Temperature[degC]: 18.37491, Humidity[%]: 76.42787
TimeStamp: 2022/01/18 19:30:14.696922, ElapsedTime[s]: 174.319, Temperature[degC]: 18.40162, Humidity[%]: 75.43145
TimeStamp: 2022/01/18 19:30:16.29616, ElapsedTime[s]: 175.651, Temperature[degC]: 18.41497, Humidity[%]: 74.45793
TimeStamp: 2022/01/18 19:30:17.360405, ElapsedTime[s]: 176.983, Temperature[degC]: 18.41497, Humidity[%]: 73.67514
TimeStamp: 2022/01/18 19:30:18.692549, ElapsedTime[s]: 178.313, Temperature[degC]: 18.43099, Humidity[%]: 72.95186
TimeStamp: 2022/01/18 19:30:20.23827, ElapsedTime[s]: 179.646, Temperature[degC]: 18.4577, Humidity[%]: 72.17823
TimeStamp: 2022/01/18 19:30:21.355668, ElapsedTime[s]: 180.977, Temperature[degC]: 18.4577, Humidity[%]: 71.23674
TimeStamp: 2022/01/18 19:30:22.687527, ElapsedTime[s]: 182.31, Temperature[degC]: 18.50042, Humidity[%]: 70.37004
TimeStamp: 2022/01/18 19:30:24.20068, ElapsedTime[s]: 183.642, Temperature[degC]: 18.48707, Humidity[%]: 69.58419
TimeStamp: 2022/01/18 19:30:25.352207, ElapsedTime[s]: 184.974, Temperature[degC]: 18.48707, Humidity[%]: 68.7831
TimeStamp: 2022/01/18 19:30:26.684446, ElapsedTime[s]: 186.306, Temperature[degC]: 18.54314, Humidity[%]: 68.00336
TimeStamp: 2022/01/18 19:30:28.18723, ElapsedTime[s]: 187.64, Temperature[degC]: 18.51377, Humidity[%]: 67.18395
TimeStamp: 2022/01/18 19:30:29.349408, ElapsedTime[s]: 188.973, Temperature[degC]: 18.54314, Humidity[%]: 66.36454
TimeStamp: 2022/01/18 19:30:30.685388, ElapsedTime[s]: 190.307, Temperature[degC]: 18.54314, Humidity[%]: 65.36201
TimeStamp: 2022/01/18 19:30:32.18940, ElapsedTime[s]: 191.641, Temperature[degC]: 18.56985, Humidity[%]: 64.27406
TimeStamp: 2022/01/18 19:30:33.350986, ElapsedTime[s]: 192.973, Temperature[degC]: 18.5565, Humidity[%]: 63.64233
TimeStamp: 2022/01/18 19:30:34.684354, ElapsedTime[s]: 194.306, Temperature[degC]: 18.58587, Humidity[%]: 63.21966
TimeStamp: 2022/01/18 19:30:36.18697, ElapsedTime[s]: 195.64, Temperature[degC]: 18.59922, Humidity[%]: 62.78172
TimeStamp: 2022/01/18 19:30:37.350313, ElapsedTime[s]: 196.973, Temperature[degC]: 18.61257, Humidity[%]: 62.02945
TimeStamp: 2022/01/18 19:30:38.683754, ElapsedTime[s]: 198.305, Temperature[degC]: 18.61257, Humidity[%]: 61.33059
TimeStamp: 2022/01/18 19:30:40.16314, ElapsedTime[s]: 199.638, Temperature[degC]: 18.62592, Humidity[%]: 60.795
TimeStamp: 2022/01/18 19:30:41.347933, ElapsedTime[s]: 200.97, Temperature[degC]: 18.62592, Humidity[%]: 60.27619
TimeStamp: 2022/01/18 19:30:42.680364, ElapsedTime[s]: 202.302, Temperature[degC]: 18.64194, Humidity[%]: 59.90692
TimeStamp: 2022/01/18 19:30:44.13595, ElapsedTime[s]: 203.635, Temperature[degC]: 18.64194, Humidity[%]: 59.71466
TimeStamp: 2022/01/18 19:30:45.343994, ElapsedTime[s]: 204.966, Temperature[degC]: 18.6553, Humidity[%]: 59.68261
TimeStamp: 2022/01/18 19:30:46.677939, ElapsedTime[s]: 206.299, Temperature[degC]: 18.682, Humidity[%]: 59.73297
TimeStamp: 2022/01/18 19:30:48.10556, ElapsedTime[s]: 207.632, Temperature[degC]: 18.66865, Humidity[%]: 59.85504
TimeStamp: 2022/01/18 19:30:49.343003, ElapsedTime[s]: 208.964, Temperature[degC]: 18.682, Humidity[%]: 60.04731
TimeStamp: 2022/01/18 19:30:50.675985, ElapsedTime[s]: 210.298, Temperature[degC]: 18.71137, Humidity[%]: 60.20905
TimeStamp: 2022/01/18 19:30:52.8674, ElapsedTime[s]: 211.63, Temperature[degC]: 18.72472, Humidity[%]: 60.52796
TimeStamp: 2022/01/18 19:30:53.339057, ElapsedTime[s]: 212.961, Temperature[degC]: 18.72472, Humidity[%]: 60.89876
TimeStamp: 2022/01/18 19:30:54.672313, ElapsedTime[s]: 214.294, Temperature[degC]: 18.7541, Humidity[%]: 60.99184
TimeStamp: 2022/01/18 19:30:56.4644, ElapsedTime[s]: 215.627, Temperature[degC]: 18.7541, Humidity[%]: 61.00557
TimeStamp: 2022/01/18 19:30:57.335235, ElapsedTime[s]: 216.957, Temperature[degC]: 18.7541, Humidity[%]: 61.15053
TimeStamp: 2022/01/18 19:30:58.666405, ElapsedTime[s]: 218.288, Temperature[degC]: 18.76746, Humidity[%]: 61.28786
TimeStamp: 2022/01/18 19:30:59.999876, ElapsedTime[s]: 219.623, Temperature[degC]: 18.79416, Humidity[%]: 61.3489
TimeStamp: 2022/01/18 19:31:01.334435, ElapsedTime[s]: 220.963, Temperature[degC]: 18.78081, Humidity[%]: 61.33516
TimeStamp: 2022/01/18 19:31:02.673921, ElapsedTime[s]: 222.301, Temperature[degC]: 18.81285, Humidity[%]: 61.24819
TimeStamp: 2022/01/18 19:31:04.11328, ElapsedTime[s]: 223.638, Temperature[degC]: 18.79416, Humidity[%]: 61.07881
TimeStamp: 2022/01/18 19:31:05.347021, ElapsedTime[s]: 224.974, Temperature[degC]: 18.83955, Humidity[%]: 60.91402
TimeStamp: 2022/01/18 19:31:06.684727, ElapsedTime[s]: 226.315, Temperature[degC]: 18.85291, Humidity[%]: 60.78126
TimeStamp: 2022/01/18 19:31:08.26022, ElapsedTime[s]: 227.653, Temperature[degC]: 18.85291, Humidity[%]: 60.70344
TimeStamp: 2022/01/18 19:31:09.363141, ElapsedTime[s]: 228.993, Temperature[degC]: 18.86893, Humidity[%]: 60.64851
TimeStamp: 2022/01/18 19:31:10.704604, ElapsedTime[s]: 230.327, Temperature[degC]: 18.86893, Humidity[%]: 60.5829
TimeStamp: 2022/01/18 19:31:12.38161, ElapsedTime[s]: 231.66, Temperature[degC]: 18.88228, Humidity[%]: 60.38148
TimeStamp: 2022/01/18 19:31:13.369603, ElapsedTime[s]: 232.992, Temperature[degC]: 18.89563, Humidity[%]: 60.02137
TimeStamp: 2022/01/18 19:31:14.703599, ElapsedTime[s]: 234.325, Temperature[degC]: 18.90898, Humidity[%]: 59.67346
TimeStamp: 2022/01/18 19:31:16.35869, ElapsedTime[s]: 235.658, Temperature[degC]: 18.89563, Humidity[%]: 59.38049
TimeStamp: 2022/01/18 19:31:17.369286, ElapsedTime[s]: 236.991, Temperature[degC]: 18.925, Humidity[%]: 59.05852
TimeStamp: 2022/01/18 19:31:18.702036, ElapsedTime[s]: 238.324, Temperature[degC]: 18.925, Humidity[%]: 58.82964
TimeStamp: 2022/01/18 19:31:20.36047, ElapsedTime[s]: 239.657, Temperature[degC]: 18.93835, Humidity[%]: 58.61143
TimeStamp: 2022/01/18 19:31:21.367278, ElapsedTime[s]: 240.989, Temperature[degC]: 18.95171, Humidity[%]: 58.55497
TimeStamp: 2022/01/18 19:31:22.699994, ElapsedTime[s]: 242.322, Temperature[degC]: 18.95171, Humidity[%]: 58.27726
TimeStamp: 2022/01/18 19:31:24.32680, ElapsedTime[s]: 243.655, Temperature[degC]: 18.95171, Humidity[%]: 58.10789
TimeStamp: 2022/01/18 19:31:25.365544, ElapsedTime[s]: 244.987, Temperature[degC]: 18.98108, Humidity[%]: 57.72336
TimeStamp: 2022/01/18 19:31:26.696962, ElapsedTime[s]: 246.319, Temperature[degC]: 18.98108, Humidity[%]: 57.21828
TimeStamp: 2022/01/18 19:31:28.30616, ElapsedTime[s]: 247.652, Temperature[degC]: 18.99443, Humidity[%]: 56.71474
TimeStamp: 2022/01/18 19:31:29.361697, ElapsedTime[s]: 248.984, Temperature[degC]: 18.99443, Humidity[%]: 56.26612
TimeStamp: 2022/01/18 19:31:30.695085, ElapsedTime[s]: 250.317, Temperature[degC]: 18.99443, Humidity[%]: 55.87854
TimeStamp: 2022/01/18 19:31:32.28236, ElapsedTime[s]: 251.65, Temperature[degC]: 19.02113, Humidity[%]: 55.58099
TimeStamp: 2022/01/18 19:31:33.359415, ElapsedTime[s]: 252.981, Temperature[degC]: 19.02113, Humidity[%]: 55.32769
TimeStamp: 2022/01/18 19:31:34.691074, ElapsedTime[s]: 254.313, Temperature[degC]: 19.03716, Humidity[%]: 55.08965
TimeStamp: 2022/01/18 19:31:36.23209, ElapsedTime[s]: 255.648, Temperature[degC]: 19.02113, Humidity[%]: 54.85771
TimeStamp: 2022/01/18 19:31:37.357671, ElapsedTime[s]: 256.98, Temperature[degC]: 19.03716, Humidity[%]: 54.59526
TimeStamp: 2022/01/18 19:31:38.689338, ElapsedTime[s]: 258.311, Temperature[degC]: 19.05051, Humidity[%]: 54.34348
TimeStamp: 2022/01/18 19:31:40.22217, ElapsedTime[s]: 259.644, Temperature[degC]: 19.03716, Humidity[%]: 54.13444
TimeStamp: 2022/01/18 19:31:41.352246, ElapsedTime[s]: 260.974, Temperature[degC]: 19.06386, Humidity[%]: 53.93301
TimeStamp: 2022/01/18 19:31:42.684170, ElapsedTime[s]: 262.306, Temperature[degC]: 19.07721, Humidity[%]: 53.78043
TimeStamp: 2022/01/18 19:31:44.15666, ElapsedTime[s]: 263.637, Temperature[degC]: 19.07721, Humidity[%]: 53.54848
TimeStamp: 2022/01/18 19:31:45.346042, ElapsedTime[s]: 264.968, Temperature[degC]: 19.09324, Humidity[%]: 53.28603
TimeStamp: 2022/01/18 19:31:46.679143, ElapsedTime[s]: 266.301, Temperature[degC]: 19.09324, Humidity[%]: 52.93508
TimeStamp: 2022/01/18 19:31:48.11197, ElapsedTime[s]: 267.633, Temperature[degC]: 19.09324, Humidity[%]: 52.45288
TimeStamp: 2022/01/18 19:31:49.341937, ElapsedTime[s]: 268.963, Temperature[degC]: 19.09324, Humidity[%]: 52.19806
TimeStamp: 2022/01/18 19:31:50.673972, ElapsedTime[s]: 270.297, Temperature[degC]: 19.09324, Humidity[%]: 51.90814
TimeStamp: 2022/01/18 19:31:52.7596, ElapsedTime[s]: 271.629, Temperature[degC]: 19.13329, Humidity[%]: 51.83033
TimeStamp: 2022/01/18 19:31:53.337158, ElapsedTime[s]: 272.959, Temperature[degC]: 19.10659, Humidity[%]: 51.7174
TimeStamp: 2022/01/18 19:31:54.670443, ElapsedTime[s]: 274.292, Temperature[degC]: 19.11994, Humidity[%]: 51.75402
TimeStamp: 2022/01/18 19:31:56.1363, ElapsedTime[s]: 275.624, Temperature[degC]: 19.13329, Humidity[%]: 51.76776
TimeStamp: 2022/01/18 19:31:57.331735, ElapsedTime[s]: 276.953, Temperature[degC]: 19.13329, Humidity[%]: 51.92646
TimeStamp: 2022/01/18 19:31:58.663100, ElapsedTime[s]: 278.285, Temperature[degC]: 19.14931, Humidity[%]: 51.94019
TimeStamp: 2022/01/18 19:31:59.995724, ElapsedTime[s]: 279.617, Temperature[degC]: 19.14931, Humidity[%]: 51.97681
TimeStamp: 2022/01/18 19:32:01.327033, ElapsedTime[s]: 280.956, Temperature[degC]: 19.13329, Humidity[%]: 51.90052
TimeStamp: 2022/01/18 19:32:02.665359, ElapsedTime[s]: 282.292, Temperature[degC]: 19.13329, Humidity[%]: 51.91272
TimeStamp: 2022/01/18 19:32:04.2856, ElapsedTime[s]: 283.63, Temperature[degC]: 19.17602, Humidity[%]: 51.90509
TimeStamp: 2022/01/18 19:32:05.338696, ElapsedTime[s]: 284.966, Temperature[degC]: 19.16267, Humidity[%]: 51.83185
TimeStamp: 2022/01/18 19:32:06.677272, ElapsedTime[s]: 286.307, Temperature[degC]: 19.14931, Humidity[%]: 51.77082
TimeStamp: 2022/01/18 19:32:08.16381, ElapsedTime[s]: 287.643, Temperature[degC]: 19.17602, Humidity[%]: 51.68993
TimeStamp: 2022/01/18 19:32:09.353089, ElapsedTime[s]: 288.983, Temperature[degC]: 19.17602, Humidity[%]: 51.55566
TimeStamp: 2022/01/18 19:32:10.694525, ElapsedTime[s]: 290.317, Temperature[degC]: 19.17602, Humidity[%]: 51.40002
TimeStamp: 2022/01/18 19:32:12.27035, ElapsedTime[s]: 291.649, Temperature[degC]: 19.17602, Humidity[%]: 51.31456
TimeStamp: 2022/01/18 19:32:13.356972, ElapsedTime[s]: 292.979, Temperature[degC]: 19.20539, Humidity[%]: 51.19402
TimeStamp: 2022/01/18 19:32:14.689184, ElapsedTime[s]: 294.311, Temperature[degC]: 19.20539, Humidity[%]: 51.1162
TimeStamp: 2022/01/18 19:32:16.21168, ElapsedTime[s]: 295.643, Temperature[degC]: 19.17602, Humidity[%]: 50.9804
TimeStamp: 2022/01/18 19:32:17.352953, ElapsedTime[s]: 296.975, Temperature[degC]: 19.20539, Humidity[%]: 50.90562
TimeStamp: 2022/01/18 19:32:18.685484, ElapsedTime[s]: 298.308, Temperature[degC]: 19.20539, Humidity[%]: 50.81407
TimeStamp: 2022/01/18 19:32:20.18611, ElapsedTime[s]: 299.64, Temperature[degC]: 19.21874, Humidity[%]: 50.80186
TimeStamp: 2022/01/18 19:32:21.349727, ElapsedTime[s]: 300.973, Temperature[degC]: 19.20539, Humidity[%]: 50.83848
TimeStamp: 2022/01/18 19:32:22.683012, ElapsedTime[s]: 302.304, Temperature[degC]: 19.23209, Humidity[%]: 50.84306
TimeStamp: 2022/01/18 19:32:24.15258, ElapsedTime[s]: 303.64, Temperature[degC]: 19.21874, Humidity[%]: 50.86595
TimeStamp: 2022/01/18 19:32:25.349217, ElapsedTime[s]: 304.971, Temperature[degC]: 19.23209, Humidity[%]: 50.79118
TimeStamp: 2022/01/18 19:32:26.680361, ElapsedTime[s]: 306.302, Temperature[degC]: 19.23209, Humidity[%]: 50.64622
TimeStamp: 2022/01/18 19:32:28.13368, ElapsedTime[s]: 307.635, Temperature[degC]: 19.23209, Humidity[%]: 50.54093
TimeStamp: 2022/01/18 19:32:29.344008, ElapsedTime[s]: 308.966, Temperature[degC]: 19.24545, Humidity[%]: 50.53178
TimeStamp: 2022/01/18 19:32:30.677021, ElapsedTime[s]: 310.298, Temperature[degC]: 19.21874, Humidity[%]: 50.60503
TimeStamp: 2022/01/18 19:32:32.8446, ElapsedTime[s]: 311.63, Temperature[degC]: 19.23209, Humidity[%]: 50.64622
TimeStamp: 2022/01/18 19:32:33.339004, ElapsedTime[s]: 312.961, Temperature[degC]: 19.27482, Humidity[%]: 50.70421
TimeStamp: 2022/01/18 19:32:34.670711, ElapsedTime[s]: 314.293, Temperature[degC]: 19.23209, Humidity[%]: 50.71031
TimeStamp: 2022/01/18 19:32:36.2150, ElapsedTime[s]: 315.624, Temperature[degC]: 19.26147, Humidity[%]: 50.69047
TimeStamp: 2022/01/18 19:32:37.331976, ElapsedTime[s]: 316.954, Temperature[degC]: 19.24545, Humidity[%]: 50.72862
TimeStamp: 2022/01/18 19:32:38.663699, ElapsedTime[s]: 318.285, Temperature[degC]: 19.27482, Humidity[%]: 50.62639
TimeStamp: 2022/01/18 19:32:39.996459, ElapsedTime[s]: 319.619, Temperature[degC]: 19.24545, Humidity[%]: 50.50736
TimeStamp: 2022/01/18 19:32:41.329336, ElapsedTime[s]: 320.951, Temperature[degC]: 19.24545, Humidity[%]: 50.34715
TimeStamp: 2022/01/18 19:32:42.663261, ElapsedTime[s]: 322.285, Temperature[degC]: 19.28817, Humidity[%]: 50.30137
TimeStamp: 2022/01/18 19:32:43.996265, ElapsedTime[s]: 323.618, Temperature[degC]: 19.27482, Humidity[%]: 50.27085
TimeStamp: 2022/01/18 19:32:45.327685, ElapsedTime[s]: 324.95, Temperature[degC]: 19.28817, Humidity[%]: 50.2617
TimeStamp: 2022/01/18 19:32:46.660597, ElapsedTime[s]: 326.282, Temperature[degC]: 19.28817, Humidity[%]: 50.2617
TimeStamp: 2022/01/18 19:32:47.993045, ElapsedTime[s]: 327.615, Temperature[degC]: 19.26147, Humidity[%]: 50.34867
TimeStamp: 2022/01/18 19:32:49.325493, ElapsedTime[s]: 328.947, Temperature[degC]: 19.27482, Humidity[%]: 50.29832
TimeStamp: 2022/01/18 19:32:50.657832, ElapsedTime[s]: 330.28, Temperature[degC]: 19.30152, Humidity[%]: 50.3029
TimeStamp: 2022/01/18 19:32:51.991251, ElapsedTime[s]: 331.613, Temperature[degC]: 19.28817, Humidity[%]: 50.35172
TimeStamp: 2022/01/18 19:32:53.322873, ElapsedTime[s]: 332.945, Temperature[degC]: 19.30152, Humidity[%]: 50.28916
TimeStamp: 2022/01/18 19:32:54.658800, ElapsedTime[s]: 334.28, Temperature[degC]: 19.30152, Humidity[%]: 50.3029
TimeStamp: 2022/01/18 19:32:55.991608, ElapsedTime[s]: 335.614, Temperature[degC]: 19.30152, Humidity[%]: 50.3151
TimeStamp: 2022/01/18 19:32:57.324710, ElapsedTime[s]: 336.947, Temperature[degC]: 19.30152, Humidity[%]: 50.35325
TimeStamp: 2022/01/18 19:32:58.657008, ElapsedTime[s]: 338.279, Temperature[degC]: 19.33089, Humidity[%]: 50.38377
TimeStamp: 2022/01/18 19:32:59.990461, ElapsedTime[s]: 339.612, Temperature[degC]: 19.33089, Humidity[%]: 50.3975
TimeStamp: 2022/01/18 19:33:01.323033, ElapsedTime[s]: 340.952, Temperature[degC]: 19.33089, Humidity[%]: 50.3441
TimeStamp: 2022/01/18 19:33:02.662451, ElapsedTime[s]: 342.289, Temperature[degC]: 19.31754, Humidity[%]: 50.33036
TimeStamp: 2022/01/18 19:33:03.999487, ElapsedTime[s]: 343.627, Temperature[degC]: 19.31754, Humidity[%]: 50.26475
TimeStamp: 2022/01/18 19:33:05.338740, ElapsedTime[s]: 344.966, Temperature[degC]: 19.33089, Humidity[%]: 50.20066
TimeStamp: 2022/01/18 19:33:06.677032, ElapsedTime[s]: 346.308, Temperature[degC]: 19.31754, Humidity[%]: 50.17319
TimeStamp: 2022/01/18 19:33:08.18353, ElapsedTime[s]: 347.645, Temperature[degC]: 19.33089, Humidity[%]: 50.07248
TimeStamp: 2022/01/18 19:33:09.354447, ElapsedTime[s]: 348.985, Temperature[degC]: 19.31754, Humidity[%]: 49.97635
TimeStamp: 2022/01/18 19:33:10.695939, ElapsedTime[s]: 350.318, Temperature[degC]: 19.34425, Humidity[%]: 49.95346
TimeStamp: 2022/01/18 19:33:12.29778, ElapsedTime[s]: 351.654, Temperature[degC]: 19.30152, Humidity[%]: 49.85885
TimeStamp: 2022/01/18 19:33:13.363980, ElapsedTime[s]: 352.986, Temperature[degC]: 19.34425, Humidity[%]: 49.82223
TimeStamp: 2022/01/18 19:33:14.697401, ElapsedTime[s]: 354.319, Temperature[degC]: 19.33089, Humidity[%]: 49.73068
TimeStamp: 2022/01/18 19:33:16.29414, ElapsedTime[s]: 355.651, Temperature[degC]: 19.3576, Humidity[%]: 49.65591
TimeStamp: 2022/01/18 19:33:17.361283, ElapsedTime[s]: 356.983, Temperature[degC]: 19.34425, Humidity[%]: 49.55062
TimeStamp: 2022/01/18 19:33:18.693423, ElapsedTime[s]: 358.315, Temperature[degC]: 19.3576, Humidity[%]: 49.46975
TimeStamp: 2022/01/18 19:33:20.26048, ElapsedTime[s]: 359.648, Temperature[degC]: 19.3576, Humidity[%]: 49.40872
TimeStamp: 2022/01/18 19:33:21.358261, ElapsedTime[s]: 360.98, Temperature[degC]: 19.37362, Humidity[%]: 49.27749
TimeStamp: 2022/01/18 19:33:22.689928, ElapsedTime[s]: 362.311, Temperature[degC]: 19.3576, Humidity[%]: 49.07912
TimeStamp: 2022/01/18 19:33:24.23241, ElapsedTime[s]: 363.645, Temperature[degC]: 19.34425, Humidity[%]: 48.93416
TimeStamp: 2022/01/18 19:33:25.354626, ElapsedTime[s]: 364.976, Temperature[degC]: 19.38697, Humidity[%]: 48.88685
TimeStamp: 2022/01/18 19:33:26.687833, ElapsedTime[s]: 366.309, Temperature[degC]: 19.3576, Humidity[%]: 48.72663
TimeStamp: 2022/01/18 19:33:28.20682, ElapsedTime[s]: 367.643, Temperature[degC]: 19.38697, Humidity[%]: 48.66407
TimeStamp: 2022/01/18 19:33:29.353466, ElapsedTime[s]: 368.975, Temperature[degC]: 19.37362, Humidity[%]: 48.66407
TimeStamp: 2022/01/18 19:33:30.686078, ElapsedTime[s]: 370.308, Temperature[degC]: 19.34425, Humidity[%]: 48.75105
TimeStamp: 2022/01/18 19:33:32.19247, ElapsedTime[s]: 371.641, Temperature[degC]: 19.38697, Humidity[%]: 48.85939
TimeStamp: 2022/01/18 19:33:33.351063, ElapsedTime[s]: 372.973, Temperature[degC]: 19.40032, Humidity[%]: 49.03334
TimeStamp: 2022/01/18 19:33:34.684589, ElapsedTime[s]: 374.306, Temperature[degC]: 19.38697, Humidity[%]: 49.13558
TimeStamp: 2022/01/18 19:33:36.17568, ElapsedTime[s]: 375.64, Temperature[degC]: 19.37362, Humidity[%]: 49.22561
TimeStamp: 2022/01/18 19:33:37.349216, ElapsedTime[s]: 376.971, Temperature[degC]: 19.38697, Humidity[%]: 49.29122
TimeStamp: 2022/01/18 19:33:38.681244, ElapsedTime[s]: 378.303, Temperature[degC]: 19.40032, Humidity[%]: 49.30495
TimeStamp: 2022/01/18 19:33:40.15489, ElapsedTime[s]: 379.637, Temperature[degC]: 19.40032, Humidity[%]: 49.35836
TimeStamp: 2022/01/18 19:33:41.347123, ElapsedTime[s]: 380.969, Temperature[degC]: 19.38697, Humidity[%]: 49.36904
